gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
1,0.262860,0.457049,0.144734,0.165146,0.150064
1,0.259636,0.449669,0.140708,0.162917,0.145860
1,0.259363,0.448514,0.139757,0.161585,0.144842
1,0.259095,0.447427,0.139798,0.160795,0.145204
1,0.259816,0.447192,0.140157,0.160470,0.145419
1,0.261454,0.447400,0.140541,0.160153,0.145565
1,0.263131,0.447654,0.140687,0.159943,0.145543
1,0.265920,0.448249,0.141169,0.159773,0.145449
1,0.268152,0.448753,0.141858,0.159742,0.145355
1,0.269804,0.449115,0.142127,0.159754,0.145369
1,0.270462,0.449406,0.142462,0.159992,0.145856
1,0.270095,0.449891,0.142560,0.160031,0.146044
1,0.269297,0.450553,0.142648,0.160061,0.145963
1,0.269367,0.451518,0.142970,0.160455,0.146149
1,0.270216,0.452003,0.143728,0.161245,0.146771
1,0.271185,0.453335,0.144286,0.161703,0.146883
1,0.272764,0.454279,0.144618,0.161965,0.146953
1,0.273172,0.455057,0.144667,0.161995,0.146961
1,0.274717,0.455924,0.145080,0.162481,0.147383
1,0.276962,0.456459,0.145775,0.163550,0.148440
1,0.280393,0.457142,0.146395,0.164312,0.149217
1,0.282717,0.458188,0.146947,0.165045,0.150187
1,0.285900,0.458588,0.147283,0.165868,0.151814
1,0.287178,0.459639,0.148200,0.167492,0.153145
1,0.288776,0.461056,0.147874,0.168548,0.154269
1,0.290456,0.464326,0.149380,0.170237,0.156556
1,0.290888,0.466066,0.149894,0.171686,0.158372
1,0.290371,0.468259,0.151040,0.173003,0.159724
1,0.288917,0.469145,0.152112,0.174623,0.161728
1,0.289740,0.469904,0.153279,0.175733,0.162962
1,0.289880,0.470802,0.152625,0.176013,0.163837
1,0.289349,0.471376,0.152217,0.176225,0.164589
1,0.287778,0.471951,0.151490,0.176427,0.165362
1,0.287043,0.472047,0.151105,0.177170,0.166689
1,0.285981,0.472714,0.150620,0.177585,0.168055
1,0.286440,0.473789,0.150068,0.177177,0.168451
1,0.286251,0.475476,0.149590,0.176811,0.168552
1,0.286019,0.477257,0.149146,0.176379,0.168907
1,0.286263,0.479333,0.149151,0.176575,0.169665
1,0.286930,0.480597,0.149092,0.176603,0.170156
1,0.287851,0.483222,0.149092,0.176859,0.170291
1,0.288412,0.485297,0.148808,0.176607,0.170089
1,0.289740,0.487722,0.148686,0.176601,0.170095
1,0.289755,0.489616,0.148636,0.176365,0.170096
1,0.289176,0.491839,0.148299,0.176224,0.170366
1,0.288339,0.493313,0.148273,0.175827,0.170398
1,0.288471,0.494709,0.148953,0.176075,0.170783
1,0.288090,0.496280,0.149620,0.176656,0.171510
1,0.287220,0.498559,0.150665,0.177247,0.172139
1,0.285448,0.500588,0.150702,0.177055,0.172104
1,0.283595,0.503462,0.150480,0.177168,0.172306
1,0.282406,0.506082,0.150170,0.177117,0.172528
1,0.281086,0.510218,0.149699,0.177172,0.172517
1,0.280259,0.512833,0.149266,0.177367,0.172648
1,0.279738,0.514596,0.149133,0.177281,0.172924
1,0.278543,0.519166,0.148050,0.177008,0.172991
1,0.276675,0.520900,0.147712,0.177339,0.173677
1,0.275503,0.523697,0.147758,0.177991,0.174643
1,0.241572,0.456922,0.136858,0.124016,0.151980
1,0.236752,0.409026,0.144276,0.125849,0.151048
1,0.240907,0.394532,0.147510,0.128048,0.152809
1,0.245237,0.391186,0.149057,0.128791,0.153571
1,0.248225,0.390818,0.150348,0.129530,0.154291
1,0.249574,0.391804,0.150854,0.129900,0.154616
1,0.249649,0.393501,0.151430,0.130182,0.154816
