gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
5,0.194734,0.494013,0.485956,0.350672,0.302302
5,0.185794,0.461909,0.478967,0.441876,0.205587
5,0.189839,0.458038,0.477800,0.447169,0.200408
5,0.191305,0.458319,0.476991,0.447461,0.199431
5,0.192199,0.458624,0.477049,0.447686,0.198908
5,0.192652,0.458966,0.477510,0.448156,0.198713
5,0.192824,0.459567,0.477952,0.448485,0.199193
5,0.193145,0.459813,0.478356,0.448713,0.199920
5,0.193288,0.460061,0.478615,0.448819,0.200990
5,0.193411,0.460208,0.478680,0.448784,0.201482
5,0.193562,0.460405,0.478743,0.448557,0.201866
5,0.193679,0.460671,0.478875,0.448458,0.201765
5,0.193650,0.460865,0.478993,0.448322,0.201584
5,0.193662,0.461036,0.479081,0.448264,0.201295
5,0.193626,0.461193,0.479320,0.448251,0.201306
5,0.193577,0.461354,0.479551,0.448261,0.201182
5,0.193884,0.461506,0.479712,0.448335,0.201374
5,0.194170,0.461528,0.479816,0.448475,0.201779
5,0.194294,0.461708,0.480001,0.448664,0.201811
5,0.194455,0.461793,0.480195,0.448876,0.201621
5,0.194727,0.461803,0.480397,0.449144,0.202410
5,0.194851,0.461956,0.480689,0.449453,0.202695
5,0.195076,0.462062,0.480793,0.449642,0.202902
5,0.195131,0.462272,0.480881,0.449886,0.202839
5,0.195119,0.462470,0.480956,0.450004,0.203185
5,0.195064,0.462615,0.481021,0.450125,0.203169
5,0.194929,0.462623,0.480914,0.450155,0.204141
5,0.194889,0.462729,0.480875,0.450212,0.204792
5,0.194992,0.462834,0.480757,0.450280,0.205632
5,0.195175,0.462940,0.480433,0.450266,0.206671
5,0.194875,0.463159,0.480293,0.450247,0.206653
5,0.194867,0.463499,0.480070,0.450187,0.207262
5,0.194904,0.463631,0.479620,0.449978,0.208150
5,0.195016,0.463767,0.479380,0.449971,0.208465
5,0.195033,0.463653,0.479129,0.449987,0.209459
5,0.195196,0.463556,0.478999,0.450014,0.210242
5,0.195399,0.463358,0.478902,0.450051,0.210813
5,0.195781,0.463204,0.478875,0.450075,0.211255
5,0.195813,0.463055,0.478817,0.450120,0.211863
5,0.195846,0.462962,0.478789,0.450197,0.211933
5,0.196056,0.462661,0.478756,0.450322,0.212158
5,0.196278,0.462303,0.478734,0.450537,0.212579
5,0.196386,0.462111,0.478654,0.450611,0.213232
5,0.196293,0.462111,0.478591,0.450709,0.213557
5,0.196246,0.462181,0.478559,0.450828,0.213656
5,0.196319,0.462564,0.478502,0.451004,0.214003
5,0.196233,0.462678,0.478389,0.451343,0.214155
5,0.196380,0.462651,0.478174,0.451737,0.214996
5,0.196285,0.462417,0.478117,0.452301,0.215592
5,0.195744,0.462798,0.477899,0.452839,0.216127
5,0.194411,0.463125,0.477753,0.453050,0.216509
5,0.192968,0.463203,0.477493,0.453559,0.217783
5,0.191056,0.463268,0.477241,0.453862,0.218064
5,0.190255,0.462999,0.476867,0.454159,0.217703
5,0.189781,0.462479,0.476236,0.454249,0.217465
5,0.189675,0.462277,0.475518,0.454242,0.217312
5,0.189187,0.461873,0.474891,0.454232,0.217235
5,0.188629,0.461606,0.474529,0.454817,0.217194
5,0.188193,0.461240,0.474075,0.455210,0.216659
5,0.187939,0.461088,0.473759,0.455777,0.216224
5,0.187949,0.460808,0.473535,0.456168,0.215699
5,0.187653,0.460423,0.472815,0.455866,0.214158
5,0.187392,0.460132,0.472467,0.455776,0.212963
5,0.186734,0.459670,0.472155,0.455866,0.211770
5,0.185790,0.458966,0.471835,0.456027,0.211146
5,0.184395,0.458528,0.471887,0.456631,0.209108
5,0.182820,0.457757,0.472101,0.456898,0.206421
5,0.182267,0.457322,0.472708,0.457761,0.203367
5,0.182696,0.456991,0.473476,0.459120,0.200091
5,0.181587,0.456905,0.474838,0.461365,0.198537
5,0.182605,0.456834,0.476349,0.463472,0.197275
5,0.182688,0.456565,0.477370,0.465750,0.196576
5,0.183216,0.456743,0.478476,0.467742,0.196848
5,0.184552,0.457072,0.479428,0.469250,0.196588
5,0.185019,0.457049,0.480285,0.470691,0.196148
5,0.185581,0.457000,0.480885,0.471470,0.195870
5,0.185493,0.457133,0.481311,0.471943,0.196245
5,0.185595,0.457203,0.481479,0.472279,0.196414
5,0.186013,0.457013,0.481374,0.472322,0.196419
5,0.186112,0.456966,0.481315,0.472080,0.196213
5,0.186465,0.456708,0.480531,0.471476,0.196170
5,0.186723,0.456633,0.480255,0.470884,0.195211
5,0.186905,0.456467,0.480120,0.470266,0.193829
5,0.186721,0.456546,0.480014,0.469521,0.194224
5,0.186853,0.456913,0.480319,0.468845,0.194168
5,0.187425,0.457596,0.480598,0.467670,0.195505
5,0.187694,0.456810,0.480021,0.467635,0.195577
5,0.187919,0.456199,0.477373,0.466011,0.198331
5,0.188513,0.455751,0.476381,0.464736,0.199349
5,0.188575,0.456271,0.476184,0.463073,0.200549
5,0.188707,0.456980,0.475674,0.461028,0.200706
5,0.188785,0.457357,0.475863,0.459828,0.198825
5,0.188150,0.457826,0.475892,0.459297,0.197351
5,0.189166,0.457526,0.475696,0.458578,0.197355
5,0.189818,0.457210,0.475368,0.458289,0.197936
5,0.191205,0.456903,0.474976,0.457660,0.198607
5,0.192941,0.456508,0.473826,0.456627,0.198875
5,0.193199,0.456275,0.473131,0.455330,0.200561
5,0.194335,0.455932,0.472412,0.453365,0.201775
5,0.194958,0.455179,0.471360,0.452257,0.202731
5,0.195919,0.454594,0.471091,0.450966,0.203635
5,0.196608,0.454034,0.470583,0.449828,0.202174
5,0.198357,0.453399,0.470144,0.449140,0.202292
5,0.199815,0.452839,0.470096,0.449061,0.202374
5,0.201372,0.452148,0.469759,0.448919,0.202191
5,0.201669,0.451938,0.469534,0.448447,0.203205
5,0.202991,0.451958,0.469392,0.448370,0.204623
5,0.203545,0.451835,0.469179,0.447999,0.205043
5,0.204651,0.452139,0.469459,0.448179,0.206274
5,0.205776,0.452180,0.469613,0.448126,0.207323
5,0.206884,0.452108,0.469733,0.447913,0.208135
5,0.208066,0.451921,0.469502,0.447756,0.209480
5,0.209176,0.452139,0.469609,0.447871,0.210156
5,0.209652,0.452505,0.469707,0.448200,0.210473
5,0.209854,0.453058,0.469870,0.448405,0.211080
5,0.210178,0.453533,0.470028,0.448370,0.211837
5,0.210365,0.453867,0.470412,0.448191,0.211881
5,0.211232,0.454191,0.471069,0.448081,0.211876
5,0.211663,0.454436,0.471623,0.448004,0.212174
5,0.211806,0.454693,0.471785,0.447918,0.212098
5,0.212199,0.454823,0.471655,0.447730,0.213489
5,0.213190,0.455057,0.471358,0.447360,0.215374
5,0.213203,0.455264,0.471232,0.447509,0.215865
5,0.213748,0.455657,0.471313,0.448075,0.217223
5,0.213848,0.455698,0.471445,0.448384,0.217628
5,0.214039,0.455886,0.471442,0.448564,0.218861
5,0.214105,0.456063,0.471562,0.448772,0.219160
5,0.214445,0.456319,0.471649,0.448942,0.219765
5,0.214455,0.456621,0.471793,0.449081,0.220144
5,0.214474,0.457097,0.472020,0.449156,0.221093
5,0.214172,0.457535,0.472341,0.449247,0.221474
5,0.214146,0.457933,0.472698,0.449278,0.222492
5,0.213950,0.458256,0.472693,0.449102,0.223816
5,0.213677,0.458356,0.472507,0.448762,0.224655
5,0.213709,0.458543,0.472562,0.448724,0.224508
5,0.213507,0.458748,0.472530,0.448759,0.224243
5,0.213289,0.459048,0.472549,0.448916,0.223456
5,0.212885,0.459113,0.472567,0.449124,0.222815
5,0.212511,0.458982,0.472571,0.449202,0.221081
5,0.212466,0.458819,0.472489,0.449156,0.219684
5,0.212076,0.458876,0.472411,0.449322,0.219145
5,0.212452,0.458869,0.472172,0.449399,0.219327
5,0.212365,0.458861,0.472165,0.449565,0.219255
5,0.212162,0.458865,0.472256,0.449714,0.219637
5,0.211590,0.459133,0.472309,0.449773,0.219027
5,0.210665,0.459123,0.472339,0.449751,0.219140
5,0.209727,0.459092,0.472392,0.449341,0.219151
5,0.208861,0.458964,0.472425,0.448808,0.219749
5,0.208564,0.458703,0.472612,0.448489,0.219606
5,0.207501,0.458307,0.473097,0.448332,0.218928
