gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.454776,0.261293,0.227487,0.205171,0.350232
7,0.440007,0.368123,0.157022,0.168563,0.391108
7,0.437264,0.395833,0.132999,0.161815,0.385167
7,0.438341,0.404799,0.121170,0.154538,0.378290
7,0.439557,0.407184,0.118704,0.151298,0.371053
7,0.440079,0.409975,0.119532,0.148411,0.368900
7,0.440491,0.411459,0.119065,0.147715,0.367254
7,0.440277,0.412458,0.119507,0.146629,0.363894
7,0.440065,0.413063,0.120290,0.146880,0.361082
7,0.440265,0.413659,0.121008,0.147189,0.359612
7,0.440200,0.414071,0.121250,0.147378,0.358370
7,0.440276,0.414223,0.121555,0.147633,0.357201
7,0.440446,0.414279,0.121840,0.147601,0.355976
7,0.440711,0.414147,0.121973,0.147121,0.354292
7,0.440899,0.414235,0.122114,0.146682,0.352883
7,0.440844,0.414419,0.122269,0.146276,0.351540
7,0.440940,0.414718,0.122395,0.145908,0.349881
7,0.440805,0.415035,0.122450,0.145633,0.349194
7,0.440703,0.415226,0.122475,0.145523,0.348690
7,0.440506,0.415406,0.122627,0.145298,0.347637
7,0.440398,0.415522,0.122694,0.145205,0.346249
7,0.440374,0.415694,0.122822,0.145191,0.345493
7,0.440409,0.415609,0.122976,0.145127,0.344814
7,0.440599,0.415530,0.123297,0.145213,0.343816
7,0.440891,0.415484,0.123506,0.145190,0.342855
7,0.441182,0.415463,0.123822,0.145570,0.342697
7,0.441397,0.415647,0.124031,0.145577,0.342650
7,0.441400,0.416178,0.124248,0.145767,0.342629
7,0.441429,0.416754,0.124374,0.145900,0.342684
7,0.441610,0.417014,0.124415,0.146131,0.342762
7,0.441563,0.417264,0.124370,0.146177,0.342756
7,0.441231,0.417776,0.124300,0.146070,0.343019
7,0.441164,0.418279,0.124289,0.145747,0.343439
7,0.440838,0.418864,0.124079,0.145472,0.345070
7,0.440668,0.419122,0.123801,0.145282,0.345736
7,0.440478,0.419164,0.123624,0.145076,0.346100
7,0.440339,0.419215,0.123532,0.144916,0.346322
7,0.440090,0.419275,0.123457,0.144614,0.346510
7,0.440358,0.419436,0.123574,0.144598,0.346475
7,0.440525,0.419671,0.123651,0.144457,0.346509
7,0.440418,0.419853,0.123749,0.144380,0.346746
7,0.440524,0.420070,0.123758,0.144447,0.347377
7,0.440558,0.420268,0.123731,0.144459,0.347916
7,0.440236,0.420484,0.123386,0.144564,0.349586
7,0.440073,0.420518,0.123223,0.144781,0.350560
7,0.439708,0.420366,0.122944,0.144726,0.351759
7,0.439481,0.420533,0.122538,0.144802,0.354068
7,0.438906,0.420606,0.121862,0.145032,0.356671
7,0.438502,0.420972,0.121153,0.145488,0.359811
7,0.438326,0.421448,0.120579,0.145936,0.362960
7,0.437986,0.421893,0.120152,0.146214,0.365809
7,0.437050,0.422330,0.119704,0.146190,0.368111
7,0.436283,0.422893,0.119138,0.146277,0.371252
7,0.435876,0.423525,0.118800,0.146544,0.372658
7,0.435207,0.424494,0.118578,0.147327,0.376492
7,0.434034,0.425337,0.117448,0.147508,0.380799
7,0.433187,0.426487,0.116610,0.148429,0.385633
7,0.432765,0.427810,0.116385,0.149042,0.387777
7,0.431497,0.428664,0.115812,0.149671,0.390447
7,0.430736,0.429965,0.115341,0.150986,0.395494
7,0.429257,0.430807,0.113824,0.150673,0.400913
7,0.428462,0.432262,0.112662,0.151101,0.407170
7,0.427121,0.433043,0.110886,0.151165,0.408730
7,0.426081,0.433887,0.107603,0.150686,0.412908
7,0.423919,0.434903,0.105179,0.151013,0.416877
7,0.422065,0.436157,0.102951,0.151123,0.420818
7,0.420825,0.436357,0.099790,0.150810,0.423656
7,0.419482,0.437769,0.098862,0.151178,0.428044
7,0.418220,0.438616,0.097163,0.151213,0.431272
7,0.417530,0.439168,0.096766,0.151365,0.432609
7,0.416998,0.439362,0.096243,0.151781,0.432897
7,0.416751,0.439436,0.095389,0.151568,0.432983
7,0.416739,0.439388,0.094604,0.150928,0.433222
7,0.416839,0.439249,0.094664,0.151160,0.433327
7,0.416835,0.439108,0.094604,0.150912,0.433427
7,0.416849,0.438869,0.094659,0.150507,0.433379
7,0.416808,0.438442,0.094722,0.150229,0.432887
7,0.417015,0.437975,0.094719,0.149713,0.432469
7,0.417005,0.437568,0.094705,0.149220,0.431908
7,0.416989,0.437352,0.094602,0.148924,0.431573
7,0.416995,0.437184,0.094683,0.148701,0.431378
7,0.416953,0.437200,0.094842,0.148653,0.430993
7,0.416788,0.437351,0.094847,0.149180,0.431131
7,0.416687,0.437392,0.094680,0.149813,0.431284
7,0.416407,0.437681,0.094428,0.150212,0.431425
7,0.416159,0.437873,0.093806,0.150546,0.431409
7,0.416023,0.438050,0.093881,0.151834,0.431443
