gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
6,0.376463,0.127948,0.115438,0.110147,0.316810
6,0.387937,0.128308,0.120155,0.111110,0.330225
6,0.394461,0.128440,0.124450,0.115568,0.337985
6,0.397318,0.127981,0.126235,0.117448,0.343494
6,0.399009,0.127840,0.127252,0.118588,0.345306
6,0.400347,0.128028,0.129126,0.120278,0.347480
6,0.401471,0.128157,0.130160,0.121318,0.348959
6,0.402088,0.128475,0.131226,0.122146,0.349840
6,0.402533,0.128499,0.131848,0.122499,0.350722
6,0.403085,0.128731,0.132692,0.123093,0.351503
6,0.403674,0.129149,0.133358,0.123525,0.351932
6,0.404432,0.129615,0.133913,0.124064,0.352050
6,0.404898,0.129838,0.134194,0.124211,0.351647
6,0.405449,0.130010,0.134531,0.124509,0.351371
6,0.405871,0.130007,0.134675,0.124538,0.350950
6,0.406300,0.129977,0.134626,0.124582,0.350362
6,0.406622,0.129945,0.134512,0.124448,0.349896
6,0.406909,0.130021,0.134441,0.124392,0.350055
6,0.407085,0.130115,0.134344,0.124471,0.350450
6,0.406964,0.130024,0.134024,0.124306,0.350783
6,0.406667,0.129874,0.133500,0.124036,0.351066
6,0.406415,0.129765,0.132994,0.123828,0.351004
6,0.405899,0.129626,0.132151,0.123350,0.349340
6,0.405628,0.129455,0.131599,0.123120,0.348799
6,0.405333,0.129415,0.131147,0.123422,0.347754
6,0.405470,0.129447,0.130939,0.123908,0.347194
6,0.405465,0.129434,0.130865,0.124978,0.347130
6,0.405418,0.129388,0.130901,0.125930,0.347319
6,0.405591,0.129396,0.131002,0.126851,0.347664
6,0.405836,0.129497,0.131334,0.127811,0.348141
6,0.406100,0.129593,0.131737,0.128504,0.349260
6,0.406511,0.129702,0.131943,0.129162,0.350186
6,0.407143,0.129755,0.132398,0.130214,0.351625
6,0.407699,0.129787,0.132923,0.131565,0.354635
6,0.408425,0.129840,0.133556,0.132726,0.356075
6,0.409540,0.129694,0.134167,0.134376,0.357964
6,0.410337,0.129592,0.135049,0.135682,0.359653
6,0.411433,0.129472,0.135863,0.136676,0.361082
6,0.412436,0.129190,0.136206,0.137370,0.363991
6,0.413497,0.128994,0.136888,0.138949,0.367722
6,0.413912,0.128688,0.138111,0.141134,0.374120
6,0.414029,0.128686,0.138952,0.143934,0.379842
6,0.413421,0.128429,0.139797,0.146024,0.384059
6,0.412727,0.128211,0.139929,0.146983,0.386772
6,0.412195,0.128310,0.140228,0.148127,0.388058
6,0.411499,0.128560,0.140600,0.149521,0.390155
6,0.411217,0.128945,0.141635,0.151614,0.393488
6,0.410832,0.129060,0.142518,0.153219,0.397423
6,0.410786,0.129213,0.143103,0.154086,0.398088
6,0.410734,0.129366,0.143728,0.155380,0.399380
6,0.410476,0.129591,0.144395,0.156015,0.399390
6,0.410091,0.129988,0.145359,0.157115,0.400587
6,0.410095,0.130636,0.146420,0.158462,0.401691
6,0.410376,0.130957,0.147084,0.158694,0.402058
6,0.410891,0.131099,0.147588,0.158922,0.401296
6,0.411560,0.131243,0.148287,0.159646,0.401342
6,0.412591,0.131662,0.149396,0.160418,0.401038
6,0.413686,0.131848,0.150320,0.161450,0.401013
6,0.414276,0.131760,0.150459,0.161809,0.400660
6,0.414416,0.131707,0.150554,0.162226,0.400050
6,0.414424,0.131674,0.150577,0.162142,0.399099
6,0.414410,0.131572,0.150664,0.162055,0.398692
6,0.414412,0.131669,0.150789,0.161744,0.396112
6,0.414420,0.131668,0.150857,0.161593,0.393841
6,0.414433,0.131536,0.150708,0.161458,0.390830
6,0.414335,0.131420,0.150587,0.161408,0.389138
6,0.414282,0.131256,0.150481,0.161299,0.387583
6,0.414180,0.131161,0.150423,0.161247,0.387154
6,0.414167,0.131020,0.150393,0.161290,0.387003
6,0.413886,0.130862,0.150238,0.161678,0.386857
6,0.413711,0.130698,0.150219,0.161932,0.386985
6,0.413651,0.130552,0.150423,0.163120,0.386864
6,0.413578,0.130485,0.150443,0.163823,0.387001
6,0.413455,0.130425,0.150375,0.164128,0.386772
6,0.413418,0.130366,0.150257,0.164065,0.385542
6,0.413302,0.130268,0.150030,0.163951,0.383701
6,0.413416,0.130094,0.149687,0.163609,0.380349
6,0.413333,0.129742,0.149009,0.163209,0.377425
6,0.413243,0.129570,0.148547,0.163031,0.375866
6,0.413058,0.129456,0.148216,0.162833,0.374277
6,0.412946,0.129336,0.148032,0.162790,0.373313
6,0.412888,0.129171,0.147988,0.162917,0.372877
6,0.413018,0.129085,0.148019,0.163036,0.372790
6,0.413099,0.129043,0.148057,0.163177,0.372913
6,0.413145,0.129000,0.148087,0.163471,0.373555
6,0.413217,0.128923,0.148161,0.163803,0.374743
6,0.413287,0.128848,0.148227,0.164015,0.375452
6,0.413360,0.128770,0.148250,0.164092,0.375762
6,0.413432,0.128718,0.148261,0.164189,0.376074
6,0.413506,0.128692,0.148272,0.164303,0.376316
6,0.413599,0.128614,0.148130,0.164315,0.375861
6,0.413742,0.128409,0.148074,0.164302,0.375094
6,0.413846,0.128331,0.148221,0.164872,0.375321
6,0.414102,0.128233,0.148302,0.165071,0.374841
6,0.414595,0.128061,0.148647,0.166038,0.375161
6,0.415211,0.127887,0.148871,0.166484,0.375315
6,0.415797,0.127672,0.148832,0.166659,0.376023
6,0.416185,0.127496,0.148859,0.166908,0.378601
6,0.416738,0.127291,0.148781,0.167030,0.379538
6,0.417213,0.127252,0.148748,0.166791,0.380288
6,0.417481,0.127128,0.148557,0.166068,0.380266
6,0.417792,0.126786,0.148219,0.165958,0.380600
6,0.417967,0.126421,0.147473,0.164735,0.380384
6,0.418238,0.126336,0.147231,0.164208,0.380418
6,0.418294,0.126108,0.146526,0.163606,0.381008
6,0.418186,0.125948,0.145719,0.162954,0.382706
6,0.417999,0.126008,0.145284,0.162057,0.382504
6,0.418544,0.125928,0.144332,0.161083,0.381253
6,0.418768,0.126145,0.144420,0.160655,0.380710
6,0.419073,0.126058,0.143286,0.159359,0.378538
6,0.419586,0.126397,0.142711,0.158009,0.374414
6,0.419890,0.126477,0.141437,0.155447,0.368017
6,0.420309,0.126870,0.140624,0.153837,0.364632
6,0.421032,0.127156,0.139393,0.151003,0.360126
6,0.421545,0.127908,0.139493,0.150290,0.356746
6,0.421824,0.128438,0.139114,0.148712,0.353530
6,0.422159,0.129286,0.139739,0.148626,0.352905
6,0.422340,0.129712,0.139774,0.148262,0.351590
6,0.422501,0.129892,0.139301,0.147252,0.348848
6,0.422220,0.130052,0.138664,0.145773,0.344691
6,0.421988,0.130755,0.138223,0.144191,0.341134
6,0.421309,0.131415,0.136882,0.141942,0.335599
6,0.420722,0.132126,0.136301,0.139053,0.328257
6,0.420453,0.132762,0.135845,0.137645,0.324396
6,0.420608,0.132981,0.135518,0.136311,0.322113
6,0.419854,0.133328,0.135390,0.135386,0.320018
6,0.419029,0.133674,0.135324,0.134766,0.318517
6,0.418388,0.133986,0.135224,0.133720,0.316865
6,0.418115,0.134650,0.135419,0.133095,0.314373
6,0.417744,0.134852,0.135283,0.131967,0.311996
6,0.417479,0.134954,0.134850,0.130735,0.310890
6,0.417017,0.135065,0.134537,0.129727,0.309705
6,0.416525,0.135259,0.134291,0.128900,0.307505
6,0.416401,0.135508,0.134100,0.127855,0.306704
6,0.416506,0.135483,0.133086,0.125132,0.305676
6,0.416515,0.135740,0.132923,0.123949,0.304948
6,0.416616,0.136183,0.133118,0.122505,0.304293
6,0.416453,0.136455,0.133317,0.121549,0.303988
6,0.416103,0.136505,0.133019,0.120722,0.303932
6,0.416114,0.136579,0.132978,0.120156,0.304118
6,0.415834,0.136525,0.132625,0.119088,0.304022
6,0.416012,0.136672,0.132032,0.117642,0.303817
