gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
9,0.165869,0.481016,0.498776,0.460891,0.397329
9,0.192874,0.489169,0.499267,0.443831,0.402240
9,0.207929,0.491706,0.500970,0.432140,0.407960
9,0.211116,0.491637,0.501767,0.426846,0.409128
9,0.212721,0.491739,0.502155,0.423822,0.409483
9,0.214492,0.491454,0.501830,0.420692,0.409918
9,0.215005,0.491210,0.501587,0.419481,0.409875
9,0.215192,0.491049,0.501467,0.418440,0.409786
9,0.215267,0.490940,0.501386,0.417542,0.409794
9,0.215314,0.490816,0.501299,0.417148,0.409803
9,0.215293,0.490777,0.501320,0.416985,0.409771
9,0.215306,0.490756,0.501322,0.416667,0.409775
9,0.215301,0.490662,0.501267,0.416294,0.409751
9,0.215193,0.490643,0.501291,0.415871,0.409693
9,0.215167,0.490576,0.501259,0.415683,0.409664
9,0.215098,0.490490,0.501185,0.415551,0.409584
9,0.215033,0.490363,0.501113,0.415506,0.409510
9,0.214989,0.490314,0.501095,0.415456,0.409488
9,0.214888,0.490292,0.501083,0.415418,0.409505
9,0.214814,0.490259,0.501030,0.415398,0.409522
9,0.214657,0.490241,0.500994,0.415369,0.409550
9,0.214431,0.490278,0.500947,0.415310,0.409516
9,0.214183,0.490352,0.500882,0.415095,0.409406
9,0.213953,0.490370,0.500805,0.414944,0.409227
9,0.213809,0.490422,0.500804,0.414677,0.409035
9,0.213658,0.490512,0.500813,0.414289,0.408742
9,0.213555,0.490548,0.500862,0.414150,0.408595
9,0.213473,0.490609,0.500883,0.414130,0.408472
9,0.213412,0.490656,0.500914,0.414217,0.408405
9,0.213313,0.490632,0.500959,0.414390,0.408364
9,0.213194,0.490520,0.500964,0.414499,0.408359
9,0.213076,0.490456,0.500969,0.414617,0.408414
9,0.212901,0.490376,0.500996,0.414975,0.408471
9,0.212763,0.490327,0.500956,0.415242,0.408526
9,0.212626,0.490304,0.500926,0.415384,0.408569
9,0.212494,0.490280,0.500866,0.415440,0.408576
9,0.212392,0.490244,0.500834,0.415574,0.408634
9,0.212259,0.490184,0.500790,0.415596,0.408627
9,0.212179,0.490168,0.500790,0.415605,0.408653
9,0.212187,0.490136,0.500787,0.415681,0.408702
9,0.212239,0.490082,0.500747,0.415744,0.408743
9,0.212257,0.490066,0.500703,0.415803,0.408747
9,0.212269,0.490038,0.500612,0.415801,0.408728
9,0.212267,0.490060,0.500591,0.415841,0.408698
9,0.212292,0.490120,0.500592,0.415934,0.408647
9,0.212336,0.490211,0.500578,0.415941,0.408563
9,0.212373,0.490254,0.500511,0.415956,0.408459
9,0.212352,0.490296,0.500479,0.416027,0.408403
9,0.212308,0.490306,0.500418,0.415979,0.408316
9,0.212279,0.490298,0.500338,0.416100,0.408295
9,0.212276,0.490200,0.500189,0.416271,0.408312
9,0.212267,0.490129,0.500062,0.416410,0.408349
9,0.212328,0.489956,0.499964,0.416602,0.408383
9,0.212358,0.489882,0.499932,0.416761,0.408423
9,0.212444,0.489808,0.499873,0.416714,0.408362
9,0.212493,0.489742,0.499779,0.416737,0.408311
9,0.212533,0.489712,0.499725,0.416789,0.408244
9,0.212579,0.489624,0.499653,0.416957,0.408247
9,0.212643,0.489448,0.499508,0.416918,0.408192
9,0.212726,0.489340,0.499394,0.416778,0.408085
9,0.212811,0.489157,0.499249,0.416705,0.407919
9,0.212833,0.489048,0.499127,0.416619,0.407755
9,0.212892,0.488948,0.499071,0.416492,0.407570
9,0.213054,0.488834,0.498993,0.416405,0.407448
9,0.213208,0.488793,0.498893,0.416221,0.407360
9,0.213336,0.488776,0.498816,0.416077,0.407312
9,0.213377,0.488700,0.498756,0.416097,0.407252
9,0.213436,0.488748,0.498699,0.416113,0.407173
9,0.213555,0.488895,0.498742,0.416252,0.407080
9,0.213553,0.488980,0.498752,0.416154,0.406889
9,0.213565,0.489030,0.498708,0.416259,0.406767
9,0.213565,0.489112,0.498671,0.416307,0.406442
9,0.213562,0.489121,0.498657,0.416366,0.406457
9,0.213535,0.489054,0.498594,0.416384,0.406489
9,0.213514,0.488964,0.498559,0.416417,0.406584
9,0.213495,0.488827,0.498462,0.416266,0.406592
9,0.213416,0.488623,0.498365,0.416052,0.406637
9,0.213426,0.488507,0.498227,0.415648,0.406653
9,0.213427,0.488289,0.497997,0.415322,0.406634
9,0.213388,0.488121,0.497763,0.415017,0.406638
9,0.213318,0.487933,0.497570,0.414837,0.406624
9,0.213272,0.487783,0.497413,0.414660,0.406592
9,0.213219,0.487667,0.497269,0.414440,0.406545
9,0.213212,0.487570,0.497112,0.414216,0.406487
9,0.213168,0.487488,0.496944,0.414065,0.406430
9,0.213206,0.487382,0.496728,0.413826,0.406336
9,0.213233,0.487355,0.496612,0.413669,0.406264
9,0.213249,0.487363,0.496589,0.413641,0.406237
9,0.213291,0.487363,0.496512,0.413534,0.406175
9,0.213311,0.487364,0.496433,0.413433,0.406154
9,0.213317,0.487341,0.496329,0.413316,0.406125
9,0.213334,0.487325,0.496221,0.413229,0.406070
9,0.213339,0.487345,0.496167,0.413142,0.405987
9,0.213356,0.487336,0.496113,0.413094,0.405925
9,0.213398,0.487305,0.496053,0.413060,0.405867
9,0.213404,0.487340,0.496034,0.413077,0.405859
9,0.213374,0.487368,0.496032,0.413055,0.405826
9,0.213294,0.487341,0.495994,0.413019,0.405801
9,0.213203,0.487319,0.495960,0.412942,0.405776
9,0.213100,0.487307,0.495983,0.412974,0.405781
9,0.213000,0.487297,0.495986,0.412944,0.405766
9,0.212923,0.487297,0.495999,0.413004,0.405814
9,0.212873,0.487279,0.495994,0.413074,0.405787
9,0.212832,0.487228,0.495951,0.413132,0.405762
9,0.212788,0.487199,0.495913,0.413131,0.405727
9,0.212771,0.487154,0.495876,0.413071,0.405682
9,0.212772,0.487033,0.495789,0.413030,0.405638
9,0.212757,0.486940,0.495705,0.412985,0.405592
9,0.212751,0.486877,0.495629,0.412906,0.405526
9,0.212730,0.486832,0.495588,0.412898,0.405485
9,0.212695,0.486788,0.495551,0.412975,0.405503
9,0.212669,0.486738,0.495476,0.412976,0.405475
9,0.212656,0.486685,0.495482,0.413017,0.405511
9,0.212632,0.486658,0.495484,0.413039,0.405522
9,0.212633,0.486674,0.495497,0.413112,0.405549
9,0.212648,0.486696,0.495525,0.413128,0.405569
9,0.212645,0.486741,0.495590,0.413128,0.405592
9,0.212627,0.486773,0.495629,0.413125,0.405595
9,0.212590,0.486788,0.495655,0.413115,0.405608
9,0.212518,0.486816,0.495674,0.413081,0.405571
9,0.212496,0.486841,0.495680,0.413025,0.405535
9,0.212471,0.486866,0.495700,0.412984,0.405519
9,0.212445,0.486882,0.495737,0.412957,0.405551
9,0.212418,0.486917,0.495780,0.412927,0.405593
9,0.212422,0.486965,0.495801,0.412870,0.405610
9,0.212409,0.487007,0.495812,0.412827,0.405609
9,0.212394,0.487036,0.495820,0.412812,0.405600
9,0.212379,0.487054,0.495821,0.412824,0.405610
9,0.212357,0.487089,0.495836,0.412777,0.405620
9,0.212329,0.487088,0.495841,0.412713,0.405614
9,0.212294,0.487071,0.495839,0.412652,0.405621
9,0.212268,0.487033,0.495864,0.412565,0.405630
9,0.212261,0.486974,0.495854,0.412476,0.405620
9,0.212240,0.486894,0.495848,0.412459,0.405627
9,0.212214,0.486856,0.495819,0.412532,0.405645
9,0.212199,0.486822,0.495791,0.412554,0.405652
9,0.212183,0.486801,0.495778,0.412574,0.405646
9,0.212189,0.486768,0.495743,0.412565,0.405634
