gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.367939,0.280575,0.469355,0.364245,0.358283
7,0.372480,0.244450,0.466058,0.351733,0.368956
7,0.378350,0.238078,0.461307,0.348128,0.374274
7,0.381540,0.236935,0.459610,0.350168,0.376826
7,0.383758,0.236254,0.458264,0.351079,0.378246
7,0.386122,0.235216,0.457366,0.351300,0.378773
7,0.387490,0.234676,0.456725,0.351676,0.379276
7,0.388575,0.234612,0.456042,0.352452,0.379920
7,0.389441,0.234452,0.455541,0.352874,0.380295
7,0.389970,0.234249,0.455119,0.352291,0.380047
7,0.390863,0.234357,0.455024,0.352055,0.379374
7,0.391717,0.234325,0.454876,0.352330,0.379027
7,0.393202,0.233875,0.454686,0.352345,0.377282
7,0.393547,0.233727,0.454564,0.352377,0.376812
7,0.393630,0.234022,0.454521,0.352536,0.376904
7,0.393658,0.234320,0.454406,0.352681,0.377188
7,0.393588,0.234151,0.454029,0.352114,0.377340
7,0.393446,0.234224,0.453670,0.352479,0.377642
7,0.393340,0.234135,0.453394,0.352011,0.377640
7,0.393246,0.234291,0.453012,0.352044,0.377509
7,0.393102,0.234402,0.452939,0.351204,0.377098
7,0.392875,0.234329,0.452900,0.350259,0.376458
7,0.392583,0.234282,0.453286,0.348296,0.375878
7,0.392523,0.234158,0.453261,0.346541,0.374978
7,0.392469,0.233748,0.453181,0.345008,0.374037
7,0.392423,0.233323,0.452942,0.343211,0.373290
7,0.392234,0.232912,0.452585,0.341902,0.372509
7,0.392093,0.232710,0.451934,0.341244,0.371812
7,0.392082,0.232723,0.451481,0.340509,0.371195
7,0.391992,0.232777,0.451143,0.339548,0.370768
7,0.391830,0.232556,0.450912,0.337807,0.370659
7,0.391686,0.232109,0.450554,0.336093,0.370272
7,0.391438,0.231851,0.450261,0.334115,0.369687
7,0.391221,0.231682,0.450014,0.331755,0.368860
7,0.391012,0.231388,0.449780,0.329388,0.367444
7,0.390914,0.231219,0.449847,0.326816,0.365921
7,0.390803,0.231065,0.450069,0.324841,0.365029
7,0.390613,0.231262,0.450375,0.323897,0.364387
7,0.390259,0.231039,0.450811,0.323264,0.364179
7,0.389959,0.230932,0.451059,0.322949,0.364074
7,0.389679,0.230869,0.451248,0.323090,0.364037
7,0.389536,0.230793,0.451536,0.323133,0.364065
7,0.389260,0.230618,0.452062,0.323297,0.364294
7,0.388875,0.230366,0.452638,0.323293,0.364443
7,0.388506,0.230152,0.452875,0.323089,0.364413
7,0.387999,0.229773,0.452842,0.322791,0.364334
7,0.387673,0.229479,0.452882,0.322516,0.364262
7,0.387406,0.229194,0.452918,0.322278,0.364267
7,0.387227,0.228747,0.452906,0.322055,0.364469
7,0.386897,0.228378,0.452959,0.321863,0.364615
7,0.386683,0.227997,0.453094,0.322213,0.364942
7,0.386512,0.227756,0.453582,0.322550,0.365357
7,0.386399,0.227463,0.453695,0.322584,0.365618
7,0.386317,0.227210,0.453860,0.322757,0.365845
7,0.386233,0.227047,0.454060,0.322677,0.366090
7,0.386109,0.226929,0.454185,0.322745,0.366191
7,0.385954,0.226824,0.454285,0.322677,0.366214
7,0.385880,0.226740,0.454346,0.322663,0.366299
7,0.385753,0.226630,0.454494,0.322703,0.366365
7,0.385480,0.226461,0.454722,0.322790,0.366422
7,0.385327,0.226349,0.454872,0.322912,0.366588
7,0.385202,0.226191,0.455105,0.323036,0.366642
7,0.385076,0.226081,0.455376,0.323294,0.366680
7,0.385002,0.225960,0.455600,0.323576,0.366907
7,0.384940,0.225784,0.455765,0.323890,0.367328
7,0.384888,0.225611,0.455996,0.324062,0.367598
7,0.384879,0.225512,0.456107,0.324355,0.367856
7,0.384847,0.225438,0.456321,0.324503,0.368018
7,0.384891,0.225479,0.456482,0.324689,0.368190
7,0.384907,0.225550,0.456556,0.324923,0.368368
7,0.384921,0.225523,0.456785,0.324978,0.368469
7,0.384927,0.225502,0.456986,0.324935,0.368546
7,0.384890,0.225421,0.457094,0.324822,0.368619
7,0.384938,0.225431,0.457158,0.324881,0.368701
7,0.384979,0.225474,0.457274,0.324945,0.368783
7,0.384988,0.225463,0.457294,0.324715,0.368748
7,0.385032,0.225423,0.457297,0.324385,0.368678
7,0.385089,0.225423,0.457292,0.324223,0.368582
7,0.385135,0.225439,0.457302,0.324022,0.368505
7,0.385210,0.225481,0.457291,0.324015,0.368477
7,0.385290,0.225528,0.457301,0.324189,0.368516
7,0.385345,0.225435,0.457300,0.324332,0.368594
7,0.385431,0.225412,0.457273,0.324399,0.368645
7,0.385511,0.225343,0.457249,0.324481,0.368673
7,0.385610,0.225227,0.457193,0.324383,0.368689
7,0.385696,0.224985,0.457083,0.324116,0.368737
7,0.385768,0.224761,0.456992,0.323940,0.368785
7,0.385828,0.224581,0.456912,0.323950,0.368852
7,0.385833,0.224424,0.456890,0.323815,0.368900
7,0.385797,0.224113,0.456911,0.323817,0.369065
7,0.385760,0.223954,0.456835,0.324051,0.369378
7,0.385867,0.223934,0.456871,0.324482,0.369761
7,0.386016,0.224065,0.456918,0.324962,0.370068
7,0.386110,0.224177,0.456989,0.325154,0.370232
7,0.386223,0.224351,0.457076,0.325194,0.370261
7,0.386313,0.224601,0.457090,0.325220,0.370233
7,0.386460,0.224707,0.457022,0.325036,0.370117
7,0.386672,0.224956,0.456955,0.325297,0.370113
