gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
6,0.392040,0.157042,0.103153,0.111856,0.163625
6,0.401373,0.142171,0.097969,0.110059,0.167958
6,0.404683,0.132237,0.097232,0.108235,0.168842
6,0.407272,0.127783,0.098142,0.107693,0.168162
6,0.408240,0.125378,0.099604,0.107614,0.167315
6,0.407296,0.124485,0.100742,0.107746,0.166550
6,0.406178,0.123613,0.101142,0.107941,0.165894
6,0.405129,0.122705,0.101406,0.108150,0.164993
6,0.404899,0.122336,0.101601,0.108342,0.164502
6,0.405026,0.121546,0.101428,0.108472,0.164135
6,0.405185,0.120957,0.101552,0.108624,0.163511
6,0.404741,0.120484,0.101752,0.108729,0.162922
6,0.404345,0.120042,0.101960,0.108881,0.162386
6,0.404023,0.119853,0.102091,0.109096,0.162050
6,0.403567,0.119642,0.102322,0.109437,0.161758
6,0.403531,0.119477,0.102648,0.109897,0.161336
6,0.403363,0.119446,0.103038,0.110493,0.160888
6,0.402955,0.119317,0.103311,0.110723,0.160654
6,0.402793,0.119380,0.103547,0.111064,0.160130
6,0.402895,0.119503,0.103811,0.111512,0.159707
6,0.403071,0.119566,0.104113,0.111817,0.159215
6,0.403195,0.119626,0.104406,0.112149,0.158864
6,0.403273,0.119658,0.104561,0.112379,0.158555
6,0.403233,0.119767,0.104738,0.112650,0.158326
6,0.403292,0.119693,0.104957,0.112873,0.158190
6,0.403628,0.119359,0.105273,0.112999,0.158103
6,0.404374,0.119212,0.105528,0.113188,0.158218
6,0.405229,0.118904,0.105805,0.113381,0.158092
6,0.406016,0.118817,0.105989,0.113520,0.157576
6,0.406286,0.118836,0.106013,0.113702,0.157376
6,0.406453,0.118759,0.105965,0.113762,0.157255
6,0.406994,0.118591,0.106054,0.113918,0.156907
6,0.407731,0.118690,0.106194,0.114102,0.156742
6,0.407831,0.118727,0.106234,0.114231,0.156559
6,0.408079,0.118655,0.106430,0.114346,0.156352
6,0.407902,0.118476,0.106620,0.114383,0.156025
6,0.407498,0.118310,0.106723,0.114309,0.155565
6,0.407564,0.118198,0.106908,0.114469,0.155361
6,0.407348,0.118128,0.107175,0.114488,0.155073
6,0.407303,0.118223,0.107638,0.114500,0.154799
6,0.407215,0.118293,0.107889,0.114540,0.154399
6,0.407348,0.118446,0.108187,0.114820,0.154436
6,0.407335,0.118518,0.108377,0.115085,0.154638
6,0.407318,0.118553,0.108653,0.115223,0.154602
6,0.407198,0.118677,0.108854,0.115426,0.154738
6,0.407130,0.118801,0.109037,0.115508,0.154934
6,0.407126,0.118786,0.109254,0.115661,0.155218
6,0.406961,0.118843,0.109473,0.115863,0.155359
6,0.407014,0.118855,0.109575,0.116179,0.155455
6,0.407028,0.118840,0.109660,0.116420,0.155438
6,0.406936,0.118829,0.109818,0.116672,0.155409
6,0.406802,0.118684,0.109827,0.116789,0.155323
6,0.406721,0.118622,0.110012,0.117088,0.154964
6,0.406742,0.118605,0.110160,0.117456,0.154849
6,0.406832,0.118529,0.110228,0.117733,0.154757
6,0.406852,0.118580,0.110342,0.118014,0.154758
6,0.406972,0.118688,0.110498,0.118339,0.154697
6,0.406966,0.118747,0.110628,0.118570,0.154724
6,0.406788,0.118766,0.110650,0.118723,0.154752
6,0.406536,0.118755,0.110633,0.118937,0.154842
6,0.406363,0.118829,0.110678,0.119079,0.154996
6,0.406096,0.118879,0.110753,0.119268,0.155068
6,0.405736,0.118912,0.110759,0.119366,0.155250
6,0.405478,0.118898,0.110815,0.119435,0.155358
6,0.405188,0.118947,0.110905,0.119522,0.155438
6,0.405042,0.118930,0.110959,0.119623,0.155453
6,0.404905,0.118880,0.110971,0.119700,0.155458
6,0.404763,0.118843,0.110981,0.119769,0.155461
6,0.404659,0.118820,0.111017,0.119833,0.155470
6,0.404566,0.118806,0.111025,0.119884,0.155484
6,0.404482,0.118762,0.111015,0.119910,0.155461
6,0.404450,0.118704,0.110999,0.119927,0.155442
6,0.404422,0.118653,0.110976,0.119926,0.155427
6,0.404425,0.118607,0.110969,0.119933,0.155402
6,0.404372,0.118488,0.110912,0.119883,0.155355
6,0.404367,0.118401,0.110856,0.119827,0.155286
6,0.404337,0.118327,0.110823,0.119798,0.155233
6,0.404216,0.118189,0.110793,0.119776,0.155196
6,0.404147,0.118019,0.110762,0.119735,0.155106
6,0.404103,0.117978,0.110799,0.119741,0.155094
6,0.404195,0.117946,0.110823,0.119754,0.155095
6,0.404224,0.117883,0.110805,0.119729,0.155077
6,0.404242,0.117808,0.110813,0.119696,0.154981
6,0.404229,0.117700,0.110812,0.119681,0.154904
6,0.404076,0.117589,0.110774,0.119653,0.154820
6,0.403950,0.117479,0.110714,0.119614,0.154749
6,0.403857,0.117341,0.110568,0.119512,0.154645
6,0.403815,0.117264,0.110474,0.119412,0.154525
6,0.403719,0.117129,0.110339,0.119338,0.154403
6,0.403657,0.117047,0.110238,0.119268,0.154305
6,0.403655,0.117008,0.110166,0.119201,0.154240
6,0.403735,0.116988,0.110107,0.119165,0.154173
6,0.403788,0.116988,0.110065,0.119099,0.154148
6,0.403912,0.116961,0.110000,0.119032,0.154104
6,0.403996,0.116887,0.109965,0.118961,0.154051
6,0.404060,0.116784,0.109973,0.118855,0.153981
6,0.404169,0.116760,0.110041,0.118838,0.153896
6,0.404308,0.116634,0.110026,0.118804,0.153785
6,0.404337,0.116590,0.110024,0.118777,0.153717
6,0.404326,0.116544,0.109967,0.118705,0.153640
6,0.404299,0.116495,0.109916,0.118633,0.153547
6,0.404243,0.116455,0.109900,0.118573,0.153509
6,0.404154,0.116450,0.109902,0.118539,0.153489
6,0.404101,0.116466,0.109922,0.118544,0.153446
6,0.404036,0.116476,0.109941,0.118549,0.153411
6,0.404011,0.116488,0.109971,0.118596,0.153361
6,0.403869,0.116462,0.109981,0.118640,0.153317
6,0.403791,0.116436,0.109976,0.118681,0.153248
6,0.403661,0.116424,0.109951,0.118692,0.153215
6,0.403574,0.116413,0.109935,0.118719,0.153189
6,0.403520,0.116406,0.109915,0.118743,0.153176
6,0.403491,0.116419,0.109909,0.118740,0.153186
6,0.403636,0.116428,0.109893,0.118716,0.153202
6,0.403705,0.116444,0.109886,0.118692,0.153228
6,0.403746,0.116476,0.109878,0.118659,0.153196
6,0.403777,0.116492,0.109840,0.118602,0.153150
6,0.403750,0.116490,0.109822,0.118571,0.153094
6,0.403696,0.116486,0.109830,0.118566,0.153055
6,0.403671,0.116466,0.109823,0.118559,0.153041
6,0.403624,0.116415,0.109790,0.118546,0.153008
6,0.403579,0.116397,0.109765,0.118536,0.152989
6,0.403490,0.116387,0.109764,0.118550,0.152973
6,0.403444,0.116373,0.109738,0.118538,0.152961
6,0.403389,0.116357,0.109721,0.118539,0.152930
6,0.403360,0.116340,0.109694,0.118514,0.152908
6,0.403366,0.116309,0.109649,0.118452,0.152863
6,0.403338,0.116300,0.109626,0.118416,0.152830
6,0.403383,0.116306,0.109617,0.118375,0.152829
6,0.403416,0.116300,0.109614,0.118350,0.152830
6,0.403427,0.116264,0.109609,0.118346,0.152822
6,0.403411,0.116228,0.109590,0.118325,0.152813
6,0.403368,0.116201,0.109589,0.118297,0.152829
6,0.403309,0.116147,0.109552,0.118246,0.152813
6,0.403288,0.116129,0.109553,0.118195,0.152823
6,0.403272,0.116068,0.109541,0.118158,0.152801
6,0.403258,0.116008,0.109518,0.118132,0.152775
6,0.403281,0.115918,0.109493,0.118120,0.152776
6,0.403390,0.115859,0.109483,0.118102,0.152816
6,0.403570,0.115831,0.109464,0.118055,0.152804
6,0.403656,0.115794,0.109452,0.118001,0.152810
6,0.403735,0.115767,0.109442,0.117970,0.152828
6,0.403759,0.115677,0.109387,0.117907,0.152813
6,0.403841,0.115624,0.109343,0.117845,0.152803
6,0.403941,0.115601,0.109326,0.117793,0.152787
6,0.403975,0.115578,0.109307,0.117764,0.152784
6,0.404008,0.115594,0.109307,0.117758,0.152816
6,0.404048,0.115640,0.109336,0.117767,0.152835
6,0.404055,0.115655,0.109343,0.117765,0.152860
6,0.404039,0.115648,0.109336,0.117770,0.152871
6,0.404049,0.115648,0.109333,0.117787,0.152877
6,0.403928,0.115626,0.109327,0.117786,0.152869
6,0.403896,0.115638,0.109339,0.117779,0.152852
6,0.403901,0.115651,0.109359,0.117787,0.152837
6,0.403881,0.115665,0.109371,0.117793,0.152838
6,0.403798,0.115658,0.109369,0.117795,0.152840
6,0.403754,0.115650,0.109358,0.117778,0.152837
6,0.403695,0.115622,0.109335,0.117739,0.152825
6,0.403655,0.115588,0.109300,0.117658,0.152784
6,0.403604,0.115555,0.109256,0.117633,0.152803
6,0.403567,0.115507,0.109210,0.117585,0.152842
6,0.403512,0.115423,0.109158,0.117523,0.152874
6,0.403567,0.115323,0.109030,0.117416,0.152895
6,0.403579,0.115236,0.108921,0.117341,0.152945
6,0.403585,0.115153,0.108854,0.117285,0.152936
6,0.403524,0.115128,0.108820,0.117241,0.152928
6,0.403493,0.115084,0.108799,0.117237,0.152906
6,0.403471,0.115056,0.108789,0.117246,0.152893
6,0.403422,0.115001,0.108754,0.117255,0.152878
6,0.403374,0.114963,0.108732,0.117271,0.152858
6,0.403348,0.114956,0.108738,0.117287,0.152828
6,0.403322,0.114939,0.108748,0.117312,0.152823
6,0.403284,0.114921,0.108739,0.117315,0.152804
6,0.403225,0.114902,0.108731,0.117326,0.152788
6,0.403196,0.114910,0.108742,0.117337,0.152770
6,0.403149,0.114909,0.108743,0.117353,0.152770
6,0.403134,0.114925,0.108756,0.117386,0.152771
6,0.403161,0.114941,0.108766,0.117395,0.152769
6,0.403164,0.114948,0.108778,0.117417,0.152775
6,0.403132,0.114967,0.108791,0.117438,0.152783
6,0.403061,0.114997,0.108781,0.117444,0.152766
6,0.403040,0.115051,0.108820,0.117486,0.152766
6,0.403026,0.115109,0.108878,0.117524,0.152767
6,0.403028,0.115156,0.108921,0.117557,0.152755
6,0.403043,0.115203,0.108962,0.117582,0.152763
6,0.402994,0.115229,0.108994,0.117597,0.152750
6,0.402930,0.115257,0.109016,0.117569,0.152752
6,0.402849,0.115286,0.109035,0.117541,0.152754
6,0.402784,0.115302,0.109075,0.117521,0.152739
6,0.402841,0.115308,0.109075,0.117465,0.152688
6,0.402996,0.115300,0.109025,0.117336,0.152667
6,0.403061,0.115248,0.108981,0.117208,0.152642
6,0.403098,0.115129,0.108886,0.117024,0.152625
6,0.402957,0.114910,0.108704,0.116931,0.152537
