gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
2,0.212010,0.110486,0.125132,0.134174,0.283610
2,0.211918,0.116264,0.138493,0.136726,0.287939
2,0.211122,0.118626,0.143779,0.141525,0.289683
2,0.212337,0.122058,0.148403,0.147102,0.293208
2,0.214121,0.125123,0.152132,0.152063,0.303315
2,0.217494,0.127603,0.156489,0.158642,0.322532
2,0.219928,0.129369,0.158135,0.163541,0.334419
2,0.221573,0.129830,0.159505,0.167493,0.344301
2,0.223919,0.130921,0.160656,0.171206,0.354236
2,0.225788,0.131831,0.161420,0.173582,0.358710
2,0.225798,0.131747,0.162097,0.173523,0.360166
2,0.226859,0.131884,0.162627,0.174006,0.360833
2,0.228672,0.132265,0.163095,0.174687,0.362527
2,0.230168,0.132557,0.163320,0.175222,0.364494
2,0.232103,0.133015,0.164133,0.176173,0.367328
2,0.233949,0.133474,0.165208,0.177085,0.369458
2,0.235042,0.133689,0.165955,0.177548,0.370366
2,0.236443,0.133933,0.166685,0.178061,0.372273
2,0.237276,0.133961,0.167369,0.178867,0.374222
2,0.238411,0.134000,0.167805,0.179261,0.375477
2,0.238919,0.134047,0.168072,0.179601,0.376403
2,0.239155,0.134056,0.168155,0.179750,0.376583
2,0.239662,0.134046,0.168709,0.179689,0.376378
2,0.240350,0.134012,0.168987,0.179120,0.375610
2,0.241451,0.133932,0.169397,0.179002,0.375644
2,0.242574,0.133999,0.170030,0.178986,0.375205
2,0.243134,0.134010,0.170523,0.178799,0.374741
2,0.243484,0.133865,0.170641,0.178000,0.373810
2,0.244514,0.133843,0.170665,0.177596,0.373305
2,0.245215,0.133854,0.170709,0.177341,0.373097
2,0.246228,0.133798,0.170775,0.176932,0.373012
2,0.247331,0.133730,0.170546,0.175696,0.372060
2,0.248333,0.133678,0.170270,0.174621,0.370297
2,0.248823,0.133563,0.169599,0.173393,0.369066
2,0.249861,0.133443,0.169059,0.173243,0.368515
2,0.251391,0.133218,0.168368,0.173239,0.367706
2,0.252676,0.133070,0.167757,0.173478,0.366900
2,0.252897,0.132932,0.167087,0.172785,0.364395
2,0.252423,0.132740,0.166585,0.171433,0.362166
2,0.252490,0.132684,0.165944,0.170410,0.359617
2,0.252952,0.132735,0.165120,0.169313,0.357025
2,0.253414,0.132683,0.164005,0.168127,0.353917
2,0.253375,0.132544,0.162978,0.167077,0.352030
2,0.253111,0.132616,0.161931,0.166223,0.350111
2,0.252791,0.132865,0.160992,0.165553,0.347819
2,0.252425,0.132807,0.160157,0.164284,0.345627
2,0.252140,0.132604,0.159075,0.162633,0.342614
2,0.251682,0.132620,0.158271,0.161175,0.340502
2,0.251522,0.132889,0.157668,0.160701,0.338760
2,0.251396,0.133102,0.157137,0.160365,0.337595
2,0.251362,0.133056,0.156336,0.159727,0.336809
2,0.251392,0.133266,0.155769,0.159248,0.336010
2,0.251279,0.133339,0.155253,0.158902,0.335322
2,0.251055,0.133271,0.154461,0.158352,0.335078
2,0.250869,0.133266,0.153621,0.157678,0.334280
2,0.250776,0.133209,0.152787,0.156981,0.333122
2,0.250624,0.133109,0.152211,0.156444,0.332367
2,0.250541,0.132999,0.151823,0.156319,0.331724
2,0.250694,0.132795,0.151453,0.155757,0.331098
2,0.250947,0.132601,0.151248,0.155537,0.330585
2,0.251296,0.132428,0.151326,0.155544,0.329974
2,0.251478,0.132421,0.151347,0.155490,0.329558
2,0.251945,0.132555,0.151189,0.155117,0.329397
2,0.252318,0.132598,0.150671,0.154541,0.329122
2,0.252249,0.132542,0.150178,0.153927,0.328570
2,0.252145,0.132475,0.149920,0.153651,0.328416
2,0.252133,0.132411,0.149680,0.153453,0.328301
2,0.252105,0.132369,0.149324,0.153168,0.328160
