gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.363036,0.330327,0.092940,0.149242,0.232099
7,0.371058,0.320754,0.080867,0.150716,0.231251
7,0.375030,0.317407,0.076952,0.148125,0.224904
7,0.377721,0.315544,0.076022,0.145810,0.218246
7,0.379016,0.314616,0.075742,0.143829,0.213596
7,0.379909,0.313822,0.075584,0.142402,0.209621
7,0.380532,0.313133,0.075690,0.141657,0.207290
7,0.380741,0.312189,0.076078,0.140658,0.205604
7,0.381098,0.311612,0.076342,0.140146,0.204671
7,0.380943,0.310154,0.077898,0.138237,0.201918
7,0.380846,0.309141,0.078714,0.137641,0.200016
7,0.380898,0.308395,0.079129,0.137395,0.198875
7,0.380955,0.308236,0.079208,0.137446,0.197598
7,0.381024,0.308109,0.079382,0.137416,0.196819
7,0.381188,0.307899,0.079838,0.137432,0.195838
7,0.381308,0.307870,0.080166,0.137465,0.195207
7,0.381498,0.307792,0.080576,0.137424,0.194665
7,0.381648,0.307770,0.080964,0.137361,0.193915
7,0.381797,0.307648,0.081320,0.137220,0.193470
7,0.381954,0.307619,0.081570,0.137155,0.193204
7,0.382059,0.307547,0.081746,0.137107,0.193011
7,0.382146,0.307497,0.081898,0.137036,0.192766
7,0.382234,0.307417,0.081985,0.136983,0.192557
7,0.382322,0.307383,0.082088,0.136945,0.192396
7,0.382390,0.307342,0.082154,0.136896,0.192362
7,0.382460,0.307331,0.082272,0.136922,0.192135
7,0.382515,0.307336,0.082326,0.136942,0.192028
7,0.382610,0.307329,0.082400,0.136968,0.191909
7,0.382662,0.307315,0.082554,0.137003,0.191758
7,0.382731,0.307326,0.082730,0.137028,0.191642
7,0.382752,0.307370,0.082879,0.137067,0.191531
7,0.382819,0.307405,0.083020,0.137110,0.191374
7,0.382899,0.307427,0.083177,0.137169,0.191223
7,0.382995,0.307424,0.083223,0.137214,0.191118
7,0.383112,0.307396,0.083422,0.137256,0.190903
7,0.383195,0.307289,0.083601,0.137303,0.190662
7,0.383258,0.307148,0.083776,0.137342,0.190433
7,0.383337,0.307101,0.083903,0.137367,0.190044
7,0.383372,0.306994,0.084127,0.137345,0.189775
7,0.383439,0.306962,0.084330,0.137393,0.189583
7,0.383482,0.306893,0.084535,0.137475,0.189434
7,0.383547,0.306831,0.084668,0.137525,0.189224
7,0.383598,0.306761,0.084817,0.137563,0.189007
7,0.383649,0.306735,0.084981,0.137586,0.188760
7,0.383691,0.306763,0.085068,0.137616,0.188584
7,0.383740,0.306803,0.085144,0.137656,0.188364
7,0.383775,0.306842,0.085205,0.137692,0.188270
7,0.383803,0.306904,0.085278,0.137728,0.188205
7,0.383862,0.307010,0.085318,0.137750,0.188131
7,0.383916,0.307103,0.085323,0.137769,0.188069
7,0.383960,0.307192,0.085289,0.137778,0.188024
7,0.383993,0.307270,0.085283,0.137819,0.187948
7,0.384033,0.307393,0.085289,0.137890,0.187769
7,0.384081,0.307483,0.085356,0.137969,0.187495
7,0.384157,0.307610,0.085435,0.138139,0.187317
7,0.384177,0.307708,0.085723,0.138270,0.186723
7,0.384158,0.307743,0.085971,0.138329,0.186199
7,0.384162,0.307765,0.086200,0.138387,0.185878
7,0.384168,0.307772,0.086394,0.138439,0.185611
7,0.384189,0.307764,0.086562,0.138487,0.185492
7,0.384183,0.307742,0.086669,0.138541,0.185342
7,0.384192,0.307751,0.086795,0.138567,0.185174
7,0.384187,0.307737,0.086859,0.138576,0.185065
7,0.384176,0.307742,0.086924,0.138569,0.184984
7,0.384170,0.307722,0.086976,0.138565,0.184942
7,0.384143,0.307704,0.087016,0.138560,0.184885
7,0.384105,0.307677,0.087021,0.138564,0.184881
7,0.384002,0.307654,0.087022,0.138621,0.184854
7,0.383941,0.307645,0.087034,0.138653,0.184882
7,0.383897,0.307635,0.087047,0.138700,0.184883
7,0.383851,0.307653,0.087047,0.138752,0.184907
7,0.383824,0.307669,0.087032,0.138795,0.184937
7,0.383782,0.307651,0.087029,0.138835,0.184953
7,0.383780,0.307601,0.087018,0.138839,0.184986
7,0.383795,0.307544,0.086993,0.138840,0.185033
7,0.383804,0.307501,0.087004,0.138872,0.184934
7,0.383806,0.307494,0.087069,0.138881,0.184840
7,0.383802,0.307482,0.087101,0.138906,0.184665
7,0.383800,0.307484,0.087173,0.138922,0.184517
7,0.383803,0.307469,0.087272,0.138963,0.184270
7,0.383827,0.307443,0.087345,0.138986,0.184051
7,0.383875,0.307363,0.087383,0.139014,0.183976
7,0.383934,0.307323,0.087441,0.139039,0.183930
7,0.383999,0.307304,0.087525,0.139078,0.183940
7,0.384107,0.307309,0.087597,0.139098,0.183925
7,0.384168,0.307314,0.087662,0.139122,0.183891
7,0.384220,0.307347,0.087711,0.139175,0.183823
7,0.384284,0.307419,0.087744,0.139213,0.183774
7,0.384328,0.307509,0.087761,0.139248,0.183634
7,0.384362,0.307605,0.087766,0.139274,0.183453
7,0.384414,0.307672,0.087777,0.139294,0.183256
7,0.384439,0.307724,0.087774,0.139334,0.183018
7,0.384459,0.307809,0.087781,0.139360,0.182841
7,0.384459,0.307933,0.087792,0.139391,0.182663
7,0.384462,0.308042,0.087813,0.139413,0.182505
7,0.384454,0.308109,0.087847,0.139440,0.182388
7,0.384451,0.308208,0.087868,0.139476,0.182280
7,0.384448,0.308255,0.087889,0.139504,0.182183
7,0.384454,0.308277,0.087927,0.139530,0.182162
7,0.384456,0.308332,0.087989,0.139587,0.182086
7,0.384451,0.308360,0.088063,0.139648,0.181973
7,0.384406,0.308396,0.088145,0.139705,0.181842
7,0.384463,0.308419,0.088253,0.139777,0.181712
7,0.384534,0.308445,0.088319,0.139802,0.181621
7,0.384584,0.308464,0.088382,0.139825,0.181567
7,0.384625,0.308466,0.088402,0.139856,0.181577
7,0.384658,0.308461,0.088414,0.139879,0.181569
7,0.384666,0.308426,0.088434,0.139900,0.181542
7,0.384695,0.308411,0.088445,0.139936,0.181552
7,0.384725,0.308427,0.088417,0.139986,0.181596
7,0.384773,0.308451,0.088370,0.140011,0.181659
7,0.384864,0.308463,0.088313,0.139984,0.181729
7,0.384900,0.308466,0.088293,0.139983,0.181758
7,0.384896,0.308472,0.088297,0.139998,0.181783
7,0.384911,0.308455,0.088314,0.140045,0.181782
7,0.384939,0.308421,0.088324,0.140068,0.181774
7,0.384974,0.308402,0.088320,0.140082,0.181788
7,0.384996,0.308373,0.088328,0.140115,0.181802
7,0.385037,0.308345,0.088340,0.140164,0.181811
7,0.385094,0.308329,0.088339,0.140222,0.181827
7,0.385157,0.308351,0.088317,0.140255,0.181779
7,0.385194,0.308368,0.088292,0.140269,0.181740
7,0.385167,0.308342,0.088213,0.140267,0.181758
7,0.385130,0.308329,0.088161,0.140272,0.181833
7,0.385109,0.308339,0.088081,0.140265,0.181934
7,0.385077,0.308356,0.088003,0.140291,0.182021
7,0.385033,0.308371,0.087936,0.140305,0.182109
7,0.384988,0.308412,0.087900,0.140341,0.182162
7,0.384961,0.308443,0.087879,0.140403,0.182236
7,0.384911,0.308454,0.087826,0.140427,0.182310
7,0.384867,0.308452,0.087720,0.140434,0.182511
7,0.384778,0.308439,0.087581,0.140490,0.182647
7,0.384701,0.308425,0.087465,0.140532,0.182762
7,0.384533,0.308421,0.087241,0.140553,0.183013
7,0.384432,0.308401,0.087056,0.140553,0.183145
7,0.384342,0.308352,0.086867,0.140542,0.183342
7,0.384245,0.308336,0.086677,0.140515,0.183376
7,0.384205,0.308315,0.086408,0.140468,0.183681
7,0.384226,0.308311,0.086198,0.140463,0.183929
7,0.384241,0.308302,0.086058,0.140486,0.184166
7,0.384254,0.308289,0.085964,0.140557,0.184247
7,0.384271,0.308256,0.085819,0.140586,0.184366
7,0.384337,0.308268,0.085801,0.140682,0.184377
7,0.384373,0.308276,0.085732,0.140753,0.184505
7,0.384390,0.308276,0.085674,0.140799,0.184568
7,0.384389,0.308284,0.085666,0.140853,0.184502
7,0.384391,0.308302,0.085663,0.140889,0.184437
7,0.384394,0.308376,0.085676,0.140922,0.184372
7,0.384381,0.308418,0.085683,0.140970,0.184287
7,0.384344,0.308440,0.085695,0.141010,0.184199
7,0.384342,0.308467,0.085720,0.141035,0.184142
7,0.384332,0.308487,0.085724,0.141075,0.184046
7,0.384337,0.308540,0.085737,0.141117,0.183973
7,0.384306,0.308555,0.085722,0.141133,0.183937
7,0.384314,0.308570,0.085719,0.141133,0.183855
7,0.384296,0.308574,0.085723,0.141163,0.183837
7,0.384261,0.308612,0.085730,0.141185,0.183705
7,0.384222,0.308695,0.085686,0.141204,0.183603
7,0.384218,0.308785,0.085675,0.141235,0.183478
7,0.384190,0.308851,0.085638,0.141301,0.183325
7,0.384175,0.308869,0.085586,0.141367,0.183288
7,0.384159,0.308856,0.085545,0.141412,0.183263
7,0.384151,0.308827,0.085504,0.141433,0.183249
7,0.384170,0.308792,0.085484,0.141454,0.183295
7,0.384191,0.308769,0.085457,0.141451,0.183331
7,0.384302,0.308737,0.085470,0.141444,0.183359
7,0.384410,0.308690,0.085467,0.141460,0.183442
7,0.384463,0.308659,0.085460,0.141488,0.183501
7,0.384483,0.308654,0.085422,0.141516,0.183536
7,0.384499,0.308649,0.085374,0.141517,0.183566
7,0.384531,0.308648,0.085341,0.141507,0.183608
7,0.384529,0.308640,0.085306,0.141494,0.183618
7,0.384525,0.308644,0.085251,0.141484,0.183637
7,0.384522,0.308651,0.085199,0.141477,0.183677
7,0.384532,0.308658,0.085128,0.141481,0.183797
7,0.384540,0.308646,0.085078,0.141498,0.183888
7,0.384557,0.308653,0.085032,0.141507,0.183932
7,0.384586,0.308655,0.085000,0.141533,0.183998
7,0.384604,0.308669,0.084988,0.141542,0.184027
7,0.384626,0.308706,0.084980,0.141564,0.184059
7,0.384643,0.308739,0.084939,0.141575,0.184116
7,0.384643,0.308733,0.084897,0.141553,0.184151
7,0.384647,0.308767,0.084862,0.141544,0.184170
7,0.384601,0.308786,0.084847,0.141537,0.184175
7,0.384547,0.308825,0.084845,0.141538,0.184135
7,0.384496,0.308884,0.084856,0.141533,0.184108
7,0.384400,0.308969,0.084869,0.141534,0.184045
7,0.384332,0.309055,0.084903,0.141514,0.184008
7,0.384284,0.309100,0.084907,0.141501,0.183994
7,0.384260,0.309094,0.084912,0.141481,0.183997
7,0.384238,0.309097,0.084904,0.141462,0.183980
7,0.384222,0.309098,0.084885,0.141440,0.183995
7,0.384204,0.309123,0.084834,0.141444,0.184029
7,0.384170,0.309135,0.084796,0.141437,0.184032
7,0.384092,0.309150,0.084737,0.141443,0.184056
7,0.383964,0.309154,0.084685,0.141402,0.184050
7,0.383829,0.309151,0.084641,0.141378,0.184089
7,0.383711,0.309108,0.084605,0.141355,0.184104
7,0.383647,0.309111,0.084584,0.141343,0.184134
7,0.383618,0.309112,0.084571,0.141329,0.184137
7,0.383602,0.309102,0.084554,0.141311,0.184119
7,0.383608,0.309066,0.084568,0.141295,0.184110
7,0.383611,0.309067,0.084574,0.141282,0.184114
7,0.383623,0.309076,0.084589,0.141267,0.184112
7,0.383632,0.309087,0.084585,0.141250,0.184128
7,0.383643,0.309072,0.084589,0.141225,0.184167
7,0.383644,0.309072,0.084594,0.141228,0.184227
7,0.383643,0.309087,0.084595,0.141243,0.184239
7,0.383632,0.309086,0.084603,0.141257,0.184225
7,0.383610,0.309074,0.084621,0.141242,0.184185
7,0.383603,0.309080,0.084647,0.141248,0.184184
7,0.383576,0.309075,0.084678,0.141273,0.184167
7,0.383513,0.309087,0.084706,0.141298,0.184097
7,0.383429,0.309028,0.084703,0.141312,0.184065
7,0.383352,0.308980,0.084669,0.141300,0.184010
7,0.383245,0.308925,0.084644,0.141290,0.183908
7,0.383142,0.308892,0.084627,0.141279,0.183786
7,0.383071,0.308856,0.084632,0.141262,0.183638
7,0.383029,0.308831,0.084643,0.141246,0.183509
7,0.382980,0.308817,0.084637,0.141228,0.183414
7,0.382928,0.308813,0.084639,0.141195,0.183335
7,0.382890,0.308821,0.084636,0.141168,0.183215
7,0.382843,0.308795,0.084638,0.141146,0.183113
7,0.382800,0.308778,0.084674,0.141120,0.183020
7,0.382769,0.308750,0.084704,0.141113,0.182941
7,0.382740,0.308733,0.084731,0.141085,0.182873
7,0.382719,0.308725,0.084751,0.141070,0.182836
7,0.382696,0.308728,0.084771,0.141070,0.182789
7,0.382670,0.308775,0.084826,0.141067,0.182662
7,0.382653,0.308845,0.084871,0.141074,0.182588
7,0.382643,0.308916,0.084915,0.141100,0.182480
7,0.382634,0.309019,0.085014,0.141153,0.182331
7,0.382657,0.309087,0.085130,0.141197,0.182204
7,0.382700,0.309156,0.085296,0.141224,0.182035
7,0.382756,0.309205,0.085509,0.141269,0.181898
7,0.382811,0.309276,0.085744,0.141343,0.181702
7,0.382842,0.309314,0.085947,0.141411,0.181599
7,0.382866,0.309363,0.086124,0.141476,0.181510
7,0.382915,0.309399,0.086275,0.141518,0.181426
7,0.382969,0.309439,0.086428,0.141566,0.181236
7,0.383007,0.309471,0.086556,0.141637,0.181097
7,0.383027,0.309497,0.086648,0.141687,0.180977
7,0.383044,0.309512,0.086712,0.141748,0.180887
7,0.383036,0.309522,0.086812,0.141766,0.180741
7,0.383057,0.309529,0.086908,0.141773,0.180661
7,0.383074,0.309530,0.086977,0.141736,0.180618
7,0.383093,0.309531,0.087018,0.141700,0.180621
7,0.383117,0.309505,0.087051,0.141659,0.180669
7,0.383130,0.309433,0.087087,0.141641,0.180716
7,0.383144,0.309367,0.087118,0.141610,0.180763
