gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
5,0.186119,0.396896,0.420590,0.386455,0.165803
5,0.185364,0.395929,0.420775,0.387710,0.166953
5,0.184687,0.395501,0.421053,0.389042,0.167752
5,0.184447,0.395084,0.421078,0.389658,0.168329
5,0.184272,0.394728,0.421057,0.390001,0.168590
5,0.184218,0.394406,0.420986,0.390335,0.168679
5,0.184215,0.394248,0.420909,0.390602,0.168871
5,0.184178,0.394126,0.420862,0.390763,0.169134
5,0.184195,0.394019,0.420848,0.391001,0.169388
5,0.184249,0.393970,0.420839,0.391188,0.169671
5,0.184309,0.393947,0.420866,0.391370,0.169825
5,0.184375,0.393941,0.420871,0.391501,0.169990
5,0.184391,0.393996,0.420927,0.391632,0.170049
5,0.184409,0.394059,0.420976,0.391732,0.170098
5,0.184431,0.394084,0.421053,0.391852,0.170218
5,0.184417,0.394141,0.421104,0.391924,0.170275
5,0.184411,0.394201,0.421155,0.392023,0.170299
5,0.184436,0.394208,0.421223,0.392085,0.170473
5,0.184496,0.394192,0.421263,0.392119,0.170566
5,0.184515,0.394212,0.421276,0.392161,0.170470
5,0.184552,0.394244,0.421311,0.392193,0.170467
5,0.184554,0.394289,0.421348,0.392221,0.170356
5,0.184567,0.394366,0.421403,0.392245,0.170332
5,0.184586,0.394418,0.421427,0.392263,0.170378
5,0.184589,0.394462,0.421459,0.392284,0.170359
5,0.184577,0.394541,0.421493,0.392300,0.170352
5,0.184558,0.394585,0.421528,0.392336,0.170313
5,0.184557,0.394592,0.421543,0.392347,0.170323
5,0.184564,0.394620,0.421598,0.392411,0.170250
5,0.184582,0.394639,0.421638,0.392473,0.170219
5,0.184584,0.394635,0.421645,0.392495,0.170162
5,0.184609,0.394630,0.421660,0.392523,0.170160
5,0.184621,0.394625,0.421693,0.392540,0.170206
5,0.184583,0.394641,0.421738,0.392584,0.170233
5,0.184549,0.394671,0.421797,0.392606,0.170310
5,0.184549,0.394728,0.421871,0.392664,0.170354
5,0.184553,0.394766,0.421880,0.392663,0.170379
5,0.184560,0.394796,0.421909,0.392679,0.170404
5,0.184579,0.394825,0.421936,0.392723,0.170411
5,0.184593,0.394854,0.421999,0.392778,0.170480
5,0.184614,0.394877,0.422030,0.392830,0.170511
5,0.184646,0.394888,0.422070,0.392852,0.170598
5,0.184667,0.394910,0.422098,0.392877,0.170597
5,0.184714,0.394929,0.422116,0.392913,0.170627
5,0.184758,0.394947,0.422115,0.392928,0.170652
5,0.184799,0.394970,0.422107,0.392940,0.170696
5,0.184820,0.394991,0.422091,0.392949,0.170700
5,0.184834,0.395035,0.422114,0.392970,0.170767
5,0.184828,0.395072,0.422126,0.393038,0.170771
5,0.184834,0.395107,0.422150,0.393094,0.170751
5,0.184846,0.395135,0.422154,0.393110,0.170772
5,0.184849,0.395156,0.422153,0.393103,0.170822
5,0.184842,0.395172,0.422155,0.393085,0.170894
5,0.184810,0.395206,0.422162,0.393073,0.170952
5,0.184809,0.395237,0.422184,0.393091,0.170999
5,0.184816,0.395248,0.422210,0.393113,0.171052
5,0.184841,0.395251,0.422231,0.393135,0.171094
5,0.184855,0.395193,0.422216,0.393111,0.171124
5,0.184863,0.395115,0.422217,0.393133,0.171103
5,0.184877,0.395050,0.422234,0.393185,0.171057
5,0.184863,0.395064,0.422317,0.393260,0.171009
5,0.184866,0.395077,0.422352,0.393291,0.171022
5,0.184879,0.395056,0.422377,0.393313,0.171059
5,0.184899,0.395052,0.422384,0.393332,0.171025
5,0.184895,0.395031,0.422402,0.393377,0.171018
5,0.184894,0.395027,0.422428,0.393421,0.170976
5,0.184884,0.395035,0.422429,0.393441,0.170963
5,0.184869,0.395045,0.422436,0.393453,0.170935
5,0.184845,0.395119,0.422435,0.393458,0.170966
5,0.184852,0.395172,0.422456,0.393475,0.171113
5,0.184859,0.395203,0.422466,0.393499,0.171149
5,0.184868,0.395237,0.422484,0.393534,0.171164
5,0.184874,0.395259,0.422499,0.393562,0.171194
5,0.184897,0.395290,0.422521,0.393619,0.171254
5,0.184923,0.395283,0.422517,0.393622,0.171331
5,0.184936,0.395285,0.422525,0.393668,0.171349
5,0.184965,0.395287,0.422532,0.393708,0.171395
5,0.185007,0.395284,0.422534,0.393731,0.171456
5,0.185062,0.395258,0.422540,0.393754,0.171450
5,0.185111,0.395303,0.422545,0.393733,0.171418
5,0.185158,0.395330,0.422533,0.393722,0.171369
5,0.185205,0.395346,0.422543,0.393693,0.171428
5,0.185251,0.395322,0.422560,0.393679,0.171353
5,0.185320,0.395346,0.422550,0.393588,0.171305
5,0.185325,0.395381,0.422588,0.393537,0.171352
5,0.185352,0.395418,0.422626,0.393541,0.171352
5,0.185345,0.395453,0.422648,0.393539,0.171316
5,0.185348,0.395453,0.422656,0.393526,0.171328
5,0.185370,0.395451,0.422665,0.393535,0.171282
5,0.185418,0.395444,0.422682,0.393544,0.171269
5,0.185466,0.395457,0.422679,0.393529,0.171256
5,0.185553,0.395474,0.422677,0.393525,0.171252
5,0.185586,0.395511,0.422733,0.393568,0.171225
5,0.185609,0.395572,0.422765,0.393591,0.171294
5,0.185636,0.395580,0.422792,0.393652,0.171317
5,0.185612,0.395581,0.422807,0.393684,0.171333
5,0.185589,0.395605,0.422802,0.393690,0.171382
5,0.185541,0.395677,0.422814,0.393757,0.171223
5,0.185506,0.395696,0.422781,0.393768,0.171190
5,0.185477,0.395700,0.422734,0.393786,0.171165
